chr	strand	gene
chr1	+	CGN
chr1	+	TUFT1
chr1	+	SNX27
chr1	-	CELF3
chr1	+	RIIAD1
chr1	-	MRPL9
chr1	+	OAZ3
chr1	-	TDRKH
chr1	-	LINGO4
chr1	-	RORC
chr1	-	C2CD4D
chr1	-	THEM5
chr1	-	THEM4
chr1	-	S100A10
chr1	-	S100A11
chr1	-	LOC100131107
chr1	-	TCHHL1
chr1	-	TCHH
chr1	-	RPTN
chr1	-	HRNR
chr1	-	FLG
chr1	-	FLG2
chr1	-	CRNN
chr1	+	LCE5A
chr1	+	CRCT1
chr1	-	LCE3E
chr1	-	LCE3D
chr1	+	LCE3C
chr1	+	LCE3B
chr1	-	LCE3A
chr1	+	LCE2D
chr1	+	LCE2C
chr1	+	LCE2B
chr1	+	LCE2A
chr1	+	LCE4A
chr1	+	C1orf68
chr1	+	KPRP
chr1	+	LCE1F
chr1	+	LCE1E
chr1	+	LCE1D
chr1	-	LCE1C
chr1	+	LCE1B
chr1	+	LCE1A
chr1	+	LCE6A
chr1	+	SMCP
chr1	+	IVL
chr1	+	SPRR4
chr1	+	SPRR1A
chr1	+	SPRR3
chr1	+	SPRR1B
chr1	-	SPRR2D
chr1	-	SPRR2A
chr1	-	SPRR2B
chr1	-	SPRR2E
chr1	-	SPRR2F
chr1	-	SPRR2G
chr1	+	LELP1
chr1	+	PRR9
chr1	+	LORICRIN
chr1	-	PGLYRP3
chr1	-	PGLYRP4
chr1	+	S100A9
chr1	-	S100A12
chr1	-	S100A8
chr1	+	S100A7A
chr1	-	S100A7
chr1	-	S100A6
chr1	-	S100A5
chr1	-	S100A4
chr1	-	S100A3
chr1	-	S100A2
chr1	-	S100A16
chr1	-	S100A14
chr1	-	S100A13
chr1	+	S100A1
chr1	+	CHTOP
chr1	+	SNAPIN
chr1	-	ILF2
chr1	+	NPR1
chr1	+	INTS3
chr1	+	SLC27A3
chr1	-	GATAD2B
chr1	-	DENND4B
chr1	-	CRTC2
chr1	-	SLC39A1
chr1	+	CREB3L4
chr1	-	JTB
chr1	-	RAB13
chr1	+	RPS27
chr1	-	NUP210L
chr1	-	TPM3
chr1	-	C1orf189
chr1	-	C1orf43
chr1	+	UBAP2L
chr1	+	HAX1
chr1	+	AQP10
chr1	+	ATP8B2
chr1	+	IL6R
chr1	-	SHE
chr1	+	TDRD10
chr1	-	UBE2Q1
chr1	+	CHRNB2
chr1	-	ADAR
chr1	-	KCNN3
chr1	-	PMVK
chr1	-	PBXIP1
chr1	-	PYGO2
chr1	+	LOC101928120
chr1	-	SHC1
chr1	+	CKS1B
chr1	+	FLAD1
chr1	+	LENEP
chr1	+	ZBTB7B
chr1	-	DCST2
chr1	+	DCST1
chr1	+	ADAM15
chr1	+	EFNA4
chr1	+	EFNA3
chr1	+	EFNA1
chr1	+	SLC50A1
chr1	-	DPM3
chr1	-	KRTCAP2
chr1	+	TRIM46
chr1	-	MUC1
chr1	-	THBS3
chr1	+	MTX1
chr1	-	GBA
chr1	-	FAM189B
chr1	-	SCAMP3
chr1	-	CLK2
chr1	+	HCN3
chr1	-	PKLR
chr1	+	FDPS
chr1	+	RUSC1
chr1	-	ASH1L
chr1	+	MSTO1
chr1	-	YY1AP1
chr1	+	DAP3
chr1	-	GON4L
chr1	+	SYT11
chr1	-	RIT1
chr1	-	KHDC4
chr1	+	RXFP4
chr1	-	ARHGEF2
chr1	-	SSR2
chr1	-	UBQLN4
chr1	+	LAMTOR2
chr1	+	RAB25
chr1	-	MEX3A
chr1	+	LMNA
chr1	+	SEMA4A
chr1	+	SLC25A44
chr1	+	PMF1+BGLAP+PMF1-BGLAP
chr1	-	PAQR6
chr1	-	SMG5
chr1	+	TMEM79
chr1	-	GLMP
chr1	-	VHLL
chr1	-	CCT3
chr1	+	TSACC
chr1	+	RHBG
chr1	-	MEF2D
chr1	-	IQGAP3
chr1	+	TTC24
chr1	+	NAXE
chr1	-	GPATCH4
chr1	+	HAPLN2
chr1	+	BCAN
chr1	-	NES
chr1	-	CRABP2
chr1	-	ISG20L2
chr1	+	RRNAD1
chr1	-	MRPL24
chr1	-	HDGF
chr1	+	PRCC
chr1	-	SH2D2A
chr1	+	NTRK1
chr1	-	INSRR
chr1	+	PEAR1
chr1	+	LRRC71
chr1	-	ARHGEF11
chr1	-	ETV3L
chr1	-	ETV3
chr1	-	FCRL5
chr1	-	FCRL4
chr1	-	FCRL3
chr1	-	FCRL2
chr1	-	FCRL1
chr1	-	CD5L
chr1	+	KIRREL1
chr1	+	CD1D
chr1	+	CD1A
chr1	-	CD1B
chr1	+	CD1C
chr1	+	CD1E
chr1	-	OR10T2
chr1	-	OR10K2
chr1	+	OR10K1
chr1	+	OR10R2
chr1	-	OR6Y1
chr1	-	OR6P1
chr1	-	OR10X1
chr1	+	OR10Z1
chr1	-	SPTA1
chr1	-	OR6K2
chr1	-	OR6K3
chr1	+	OR6K6
chr1	-	OR6N1
chr1	-	OR6N2
chr1	+	MNDA
chr1	+	PYHIN1
chr1	-	PYDC5
chr1	+	IFI16
chr1	-	AIM2
chr1	+	CADM3
chr1	+	ACKR1
chr1	+	FCER1A
chr1	-	OR10J3
chr1	+	OR10J1
chr1	+	OR10J4
chr1	-	OR10J5
chr1	+	APCS
chr1	-	CRP
chr1	+	DUSP23
chr1	+	FCRL6
chr1	+	SLAMF8
chr1	-	VSIG8
chr1	-	CFAP45
chr1	-	TAGLN2
chr1	-	IGSF9
chr1	-	SLAMF9
chr1	-	PIGM
chr1	-	KCNJ10
chr1	+	KCNJ9
chr1	-	IGSF8
chr1	+	ATP1A2
chr1	+	ATP1A4
chr1	+	CASQ1
chr1	+	PEA15
chr1	-	DCAF8
chr1	-	PEX19
chr1	-	COPA
chr1	+	NCSTN
chr1	+	NHLH1
chr1	+	VANGL2
chr1	-	SLAMF6
chr1	-	CD84
chr1	-	SLAMF1
chr1	-	CD48
chr1	+	SLAMF7
chr1	+	LY9
chr1	-	CD244
chr1	-	ITLN1
chr1	-	ITLN2
chr1	-	F11R
chr1	-	TSTD1
chr1	-	USF1
chr1	-	ARHGAP30
chr1	-	NECTIN4
chr1	+	KLHDC9
chr1	-	PFDN2
chr1	+	NIT1
chr1	-	DEDD
chr1	+	UFC1
chr1	+	USP21
chr1	+	PPOX
chr1	-	B4GALT3+ADAMTS4
chr1	+	NDUFS2
chr1	+	FCER1G
chr1	-	APOA2
chr1	+	TOMM40L
chr1	-	NR1I3
chr1	+	PCP4L1
chr1	-	MPZ
chr1	+	SDHC
chr1	-	CFAP126
chr1	+	FCGR2A
chr1	+	HSPA6
chr1	-	FCGR3A
chr1	-	FCGR3B
chr1	+	FCGR2B
chr1	+	FCRLA
chr1	+	FCRLB
chr1	+	DUSP12
chr1	+	ATF6
chr1	-	OLFML2B
chr1	+	NOS1AP
chr1	-	SPATA46
chr1	+	C1orf226
chr1	-	SH2D1B
chr1	+	UHMK1
chr1	+	UAP1
chr1	+	DDR2
chr1	+	HSD17B7
chr1	-	CCDC190
chr1	+	RGS4
chr1	-	RGS5
chr1	+	NUF2
chr1	+	PBX1
chr1	-	LMX1A
chr1	-	RXRG
chr1	+	LRRC52
chr1	+	MGST3
chr1	-	ALDH9A1
chr1	-	TMCO1
chr1	+	UCK2
chr1	-	FAM78B
chr1	+	POGK
chr1	-	TADA1
chr1	-	ILDR2
chr1	+	MAEL
chr1	-	GPA33
chr1	+	STYXL2
chr1	+	POU2F1
chr1	-	CD247
chr1	-	CREG1
chr1	+	RCSD1
chr1	+	MPZL1
chr1	-	ADCY10
chr1	-	MPC2
chr1	+	DCAF6
chr1	-	GPR161
chr1	+	TIPRL
chr1	+	SFT2D2
chr1	+	TBX19
chr1	-	XCL2
chr1	+	XCL1
chr1	-	DPT
chr1	+	ATP1B1
chr1	-	NME7
chr1	+	BLZF1
chr1	-	CCDC181
chr1	-	SLC19A2
chr1	-	F5
chr1	-	SELP
chr1	-	SELL
chr1	-	SELE
chr1	-	METTL18
chr1	+	C1orf112
chr1	-	SCYL3
chr1	-	KIFAP3
chr1	+	METTL11B
chr1	+	GORAB
chr1	+	PRRX1
chr1	+	MROH9
chr1	+	FMO3
chr1	+	FMO2
chr1	+	FMO1
chr1	+	FMO4
chr1	+	PRRC2C
chr1	+	MYOCOS
chr1	-	MYOC
chr1	-	VAMP4
chr1	+	EEF1AKNMT
chr1	+	DNM3
chr1	+	C1orf105
chr1	-	PIGC
chr1	+	SUCO
chr1	+	FASLG
chr1	-	TNFSF18
chr1	-	TNFSF4
chr1	+	PRDX6
chr1	-	SLC9C2
chr1	+	TEX50
chr1	-	ANKRD45
chr1	+	KLHL20
chr1	-	CENPL
chr1	+	DARS2
chr1	+	ZBTB37
chr1	-	SERPINC1
chr1	-	RC3H1
chr1	+	RABGAP1L
chr1	+	GPR52
chr1	+	CACYBP
chr1	-	MRPS14
chr1	+	TNN
chr1	-	KIAA0040
chr1	-	TNR
chr1	-	COP1
chr1	+	PAPPA2
chr1	-	ASTN1
chr1	+	BRINP2
chr1	-	CRYZL2P-SEC16B+SEC16B
chr1	+	RASAL2
chr1	-	CLEC20A
chr1	+	TEX35
chr1	+	RALGPS2
chr1	-	ANGPTL1
chr1	+	FAM20B
chr1	+	TOR3A
chr1	-	ABL2
chr1	+	SOAT1
chr1	+	AXDND1
chr1	-	NPHS2
chr1	+	TDRD5
chr1	+	FAM163A
chr1	-	TOR1AIP2
chr1	+	TOR1AIP1
chr1	+	CEP350
chr1	+	QSOX1
chr1	+	LHX4
chr1	-	ACBD6
chr1	+	XPR1
chr1	+	KIAA1614
chr1	-	STX6
chr1	+	MR1
chr1	+	IER5
chr1	+	CACNA1E
chr1	-	ZNF648
chr1	-	GLUL
chr1	-	TEDDM1
chr1	+	RGSL1
chr1	-	RNASEL
chr1	-	RGS16
chr1	-	RGS8
chr1	+	NPL
chr1	+	DHX9
chr1	-	SHCBP1L
chr1	+	LAMC1
chr1	+	LAMC2
chr1	-	NMNAT2
chr1	+	SMG7
chr1	-	NCF2
chr1	-	ARPC5
chr1	+	RGL1
chr1	-	APOBEC4
chr1	-	COLGALT2
chr1	+	TSEN15
chr1	+	C1orf21
chr1	-	EDEM3
chr1	-	NIBAN1
chr1	+	RNF2
chr1	-	TRMT1L
chr1	+	SWT1
chr1	-	IVNS1ABP
chr1	+	HMCN1
chr1	+	PRG4
chr1	-	TPR
chr1	+	ODR4
chr1	-	PDC
chr1	-	PTGS2
chr1	+	PLA2G4A
chr1	-	BRINP3
chr1	+	RGS18
chr1	+	RGS21
chr1	+	RGS1
chr1	+	RGS13
chr1	+	RGS2
chr1	-	UCHL5
chr1	+	RO60
chr1	-	GLRX2
chr1	+	CDC73
chr1	-	B3GALT2
chr1	-	KCNT2
chr1	+	CFH
chr1	+	CFHR3
chr1	+	CFHR1
chr1	+	CFHR4
chr1	+	CFHR2
chr1	+	CFHR5
chr1	-	F13B
chr1	-	ASPM
chr1	-	ZBTB41
chr1	+	CRB1
chr1	-	DENND1B
chr1	+	C1orf53
chr1	+	LHX9
chr1	+	NEK7
chr1	-	ATP6V1G3
chr1	+	PTPRC
chr1	+	NR5A2
chr1	-	ZNF281
chr1	-	KIF14
chr1	-	DDX59
chr1	+	CAMSAP2
chr1	+	GPR25
chr1	+	INAVA
chr1	-	KIF21B
chr1	-	CACNA1S
chr1	-	ASCL5
chr1	-	TMEM9
chr1	+	IGFN1
chr1	+	PKP1
chr1	-	TNNT2
chr1	-	LAD1
chr1	-	TNNI1
chr1	-	PHLDA3
chr1	-	CSRP1
chr1	+	NAV1
chr1	+	IPO9
chr1	+	SHISA4
chr1	-	LMOD1
chr1	+	TIMM17A
chr1	+	RNPEP
chr1	+	ELF3
chr1	+	GPR37L1
chr1	-	ARL8A
chr1	-	PTPN7
chr1	+	LGR6
chr1	-	UBE2T
chr1	+	PPP1R12B
chr1	-	SYT2
chr1	-	KDM5B
chr1	-	RABIF
chr1	-	KLHL12
chr1	-	ADIPOR1
chr1	-	CYB5R1
chr1	+	TMEM183A
chr1	+	PPFIA4
chr1	-	MYOG
chr1	+	ADORA1
chr1	-	MYBPH
chr1	-	CHI3L1
chr1	-	CHIT1
chr1	+	BTG2
chr1	-	FMOD
chr1	+	PRELP
chr1	+	OPTC
chr1	+	ATP2B4
chr1	+	LAX1
chr1	+	ZC3H11A
chr1	+	ZBED6
chr1	+	SNRPE
chr1	+	SOX13
chr1	-	ETNK2
chr1	-	REN
chr1	-	KISS1
chr1	-	GOLT1A
chr1	-	PLEKHA6
chr1	-	PPP1R15B
chr1	-	PIK3C2B
chr1	+	MDM4
chr1	-	LRRN2
chr1	+	NFASC
chr1	+	CNTN2
chr1	-	TMEM81
chr1	-	RBBP5
chr1	-	DSTYK
chr1	+	TMCC2
chr1	-	NUAK2
chr1	-	KLHDC8A
chr1	-	LEMD1
chr1	+	CDK18
chr1	+	MFSD4A
chr1	-	ELK4
chr1	-	SLC45A3
chr1	-	NUCKS1
chr1	-	RAB29
chr1	-	SLC41A1
chr1	-	PM20D1
chr1	-	SLC26A9
chr1	-	RAB7B
chr1	-	CTSE
chr1	+	RHEX
chr1	-	AVPR1B
chr1	-	FAM72A
chr1	+	SRGAP2
chr1	+	IKBKE
chr1	+	RASSF5
chr1	-	EIF2D
chr1	+	DYRK3
chr1	+	MAPKAPK2
chr1	-	IL10
chr1	+	IL19
chr1	+	IL20
chr1	+	IL24
chr1	-	FCMR
chr1	-	PIGR
chr1	-	FCAMR
chr1	-	C1orf116
chr1	-	YOD1
chr1	+	PFKFB2
chr1	+	C4BPB
chr1	+	C4BPA
chr1	+	CD55
chr1	+	CR2
chr1	+	CR1
chr1	+	CR1L
chr1	+	CD46
chr1	-	CD34
chr1	-	PLXNA2
chr1	+	CAMK1G
chr1	-	LAMB3
chr1	+	G0S2
chr1	+	HSD11B1
chr1	+	TRAF3IP3
chr1	-	C1orf74
chr1	-	IRF6
chr1	+	UTP25
chr1	+	SYT14
chr1	+	SERTAD4
chr1	+	HHAT
chr1	-	KCNH1
chr1	+	RCOR3
chr1	+	TRAF5
chr1	-	RD3
chr1	-	SLC30A1
chr1	-	NEK2
chr1	-	LPGAT1
chr1	-	INTS7
chr1	+	DTL
chr1	+	PPP2R5A
chr1	-	PACC1
chr1	+	NENF
chr1	+	ATF3
chr1	+	FAM71A
chr1	-	BATF3
chr1	-	NSL1
chr1	+	TATDN3
chr1	-	SPATA45
chr1	+	FLVCR1
chr1	+	VASH2
chr1	-	ANGEL2
chr1	+	RPS6KC1
chr1	+	PROX1
chr1	+	SMYD2
chr1	-	PTPN14
chr1	+	CENPF
chr1	+	KCNK2
chr1	+	KCTD3
chr1	-	USH2A
chr1	-	ESRRG
chr1	-	GPATCH2
chr1	+	SPATA17
chr1	+	RRP15
chr1	+	TGFB2
chr1	+	LYPLAL1
chr1	-	ZC3H11B
chr1	-	SLC30A10
chr1	-	EPRS1
chr1	-	BPNT1
chr1	+	IARS2
chr1	-	RAB3GAP2
chr1	+	MARK1
chr1	+	C1orf115
chr1	+	MTARC2
chr1	+	MTARC1
chr1	+	HLX
chr1	-	DUSP10
chr1	-	HHIPL2
chr1	-	TAF1A
chr1	+	MIA3
chr1	-	AIDA
chr1	+	BROX
chr1	+	FAM177B
chr1	+	DISP1
chr1	-	TLR5
chr1	-	SUSD4
chr1	+	CCDC185
chr1	-	CAPN8
chr1	+	CAPN2
chr1	-	TP53BP2
chr1	+	FBXO28
chr1	+	DEGS1
chr1	-	NVL
chr1	+	CNIH4
chr1	-	WDR26
chr1	+	CNIH3
chr1	+	DNAH14
chr1	-	LBR
chr1	-	ENAH
chr1	+	SRP9
chr1	+	EPHX1
chr1	-	TMEM63A
chr1	-	LEFTY1
chr1	-	PYCR2
chr1	-	LEFTY2
chr1	-	SDE2
chr1	+	H3-3A
chr1	-	ACBD3
chr1	+	MIXL1
chr1	-	LIN9
chr1	-	PARP1
chr1	+	STUM
chr1	-	ITPKB
chr1	+	PSEN2
chr1	+	COQ8A
chr1	-	CDC42BPA
chr1	+	ZNF678
chr1	+	SNAP47
chr1	-	JMJD4
chr1	+	PRSS38
chr1	-	WNT9A
chr1	+	WNT3A
chr1	+	ARF1
chr1	-	C1orf35
chr1	-	MRPL55
chr1	+	GUK1
chr1	+	GJC2
chr1	+	IBA57
chr1	+	OBSCN
chr1	-	TRIM11
chr1	-	TRIM17
chr1	-	H3-4
chr1	-	H2AW
chr1	+	H2BU1
chr1	+	RNF187
chr1	-	BTNL10
chr1	+	RHOU
chr1	+	RAB4A
chr1	-	CCSAP
chr1	-	ACTA1
chr1	-	NUP133
chr1	-	ABCB10
chr1	-	TAF5L
chr1	+	URB2
chr1	+	GALNT2
chr1	-	PGBD5
chr1	+	COG2
chr1	-	AGT
chr1	+	CAPN9
chr1	-	C1orf198
chr1	-	TTC13
chr1	+	ARV1
chr1	-	FAM89A
chr1	+	TRIM67
chr1	-	C1orf131
chr1	+	GNPAT
chr1	-	EXOC8
chr1	+	SPRTN
chr1	-	EGLN1
chr1	+	TSNAX
chr1	+	DISC1
chr1	-	SIPA1L2
chr1	+	MAP10
chr1	+	NTPCR
chr1	-	PCNX2
chr1	+	MAP3K21
chr1	+	KCNK1
chr1	+	SLC35F3
chr1	+	COA6
chr1	-	TARBP1
chr1	-	IRF2BP2
chr1	-	TOMM20
chr1	-	RBM34
chr1	-	ARID4B
chr1	+	GGPS1
chr1	+	TBCE
chr1	-	B3GALNT2
chr1	-	GNG4
chr1	-	LYST
chr1	-	NID1
chr1	+	GPR137B
chr1	-	ERO1B
chr1	+	EDARADD
chr1	+	LGALS8
chr1	-	HEATR1
chr1	+	ACTN2
chr1	+	MTR
chr1	-	MT1HL1
chr1	+	RYR2
chr1	-	ZP4
chr1	+	CHRM3
chr1	+	FMN2
chr1	-	GREM2
chr1	-	RGS7
chr1	-	FH
chr1	+	KMO
chr1	-	CHML+OPN3
chr1	+	WDR64
chr1	+	EXO1
chr1	+	BECN2
chr1	-	MAP1LC3C
chr1	-	PLD5
chr1	-	CEP170
chr1	+	SDCCAG8
chr1	-	AKT3
chr1	+	ZBTB18
chr1	+	C1orf100
chr1	-	ADSS2
chr1	+	CATSPERE
chr1	+	DESI2
chr1	+	COX20
chr1	-	HNRNPU
chr1	+	EFCAB2
chr1	+	KIF26B
chr1	-	SMYD3
chr1	-	TFB2M
chr1	+	CNST
chr1	+	SCCPDH
chr1	-	AHCTF1
chr1	-	ZNF695
chr1	-	ZNF670
chr1	-	ZNF669
chr1	-	ZNF124
chr1	-	ZNF496
chr1	+	NLRP3
chr1	-	OR2B11
chr1	+	GCSAML
chr1	-	OR2C3
chr1	+	OR2G2
chr1	+	OR2G3
chr1	-	OR13G1
chr1	-	OR6F1
chr1	-	OR14A2
chr1	+	OR14K1
chr1	-	OR1C1
chr1	-	OR14A16
chr1	-	OR11L1
chr1	+	TRIM58
chr1	+	OR2W3
chr1	+	OR2T8
chr1	+	OR2AJ1
chr1	+	OR2L13
chr1	+	OR2L8
chr1	+	OR2AK2
chr1	+	OR2L5
chr1	+	OR2L2
chr1	+	OR2L3
chr1	+	OR2M5
chr1	+	OR2M2
chr1	+	OR2M3
chr1	+	OR2M4
chr1	-	OR2T33
chr1	-	OR2T12
chr1	-	OR2M7
chr1	+	OR14C36
chr1	+	OR2T4
chr1	+	OR2T6
chr1	+	OR2T1
chr1	+	OR2T7
chr1	+	OR2T2
chr1	+	OR2T3
chr1	+	OR2T5
chr1	+	OR2G6
chr1	-	OR2T29
chr1	-	OR2T34
chr1	-	OR2T10
chr1	-	OR2T11
chr1	-	OR2T35
chr1	-	OR2T27
chr1	-	OR14I1
chr1	-	LYPD8
chr1	-	SH3BP5L
chr1	+	ZNF672
chr1	-	ZNF692
chr1	+	PGBD2
chr10	-	TUBB8
chr10	+	ZMYND11
chr10	-	DIP2C
chr10	-	LARP4B
chr10	-	LOC105376341
chr10	+	GTPBP4
chr10	-	IDI2
chr10	-	IDI1
chr10	+	WDR37
chr10	-	ADARB2
chr10	-	LOC107983989
chr10	+	PFKP
chr10	-	PITRM1
chr10	-	KLF6
chr10	+	AKR1E2
chr10	+	AKR1C1
chr10	-	AKR1C2
chr10	+	AKR1C3
chr10	+	AKR1C4
chr10	+	UCN3
chr10	-	TUBAL3
chr10	+	NET1
chr10	-	CALML5
chr10	+	CALML3
chr10	-	ASB13
chr10	+	TASOR2
chr10	-	GDI2
chr10	-	ANKRD16
chr10	+	FBH1
chr10	-	IL15RA
chr10	-	IL2RA
chr10	+	RBM17
chr10	+	PFKFB3
chr10	-	PRKCQ
chr10	-	LOC107984203
chr10	-	SFMBT2
chr10	-	ITIH5
chr10	+	ITIH2
chr10	-	KIN
chr10	+	ATP5F1C
chr10	+	TAF3
chr10	+	GATA3
chr10	+	CELF2
chr10	-	USP6NL
chr10	+	ECHDC3
chr10	+	PROSER2
chr10	-	UPF2
chr10	+	DHTKD1
chr10	+	SEC61A2
chr10	-	NUDT5
chr10	+	CDC123
chr10	+	CAMK1D
chr10	-	CCDC3
chr10	+	OPTN
chr10	+	MCM10
chr10	-	UCMA
chr10	-	PHYH
chr10	-	SEPHS1
chr10	-	BEND7
chr10	+	PRPF18
chr10	-	FRMD4A
chr10	-	FAM107B
chr10	-	CDNF
chr10	+	LOC100421372+HSPA14
chr10	+	SUV39H2
chr10	-	DCLRE1C
chr10	+	MEIG1
chr10	+	OLAH
chr10	-	ACBD7
chr10	+	RPP38
chr10	-	NMT2
chr10	-	FAM171A1
chr10	-	ITGA8
chr10	-	MINDY3
chr10	+	PTER
chr10	-	C1QL3
chr10	-	RSU1
chr10	-	CUBN
chr10	-	TRDMT1
chr10	+	VIM
chr10	-	ST8SIA6
chr10	-	HACD1
chr10	+	STAM
chr10	+	TMEM236
chr10	+	MRC1
chr10	+	SLC39A12
chr10	+	CACNB2
chr10	-	NSUN6
chr10	+	ARL5B
chr10	+	MALRD1
chr10	+	PLXDC2
chr10	-	NEBL
chr10	-	SKIDA1
chr10	+	MLLT10
chr10	-	DNAJC1
chr10	-	EBLN1
chr10	+	BMI1+COMMD3-BMI1+COMMD3
chr10	+	SPAG6
chr10	-	PIP4K2A
chr10	+	ARMC3
chr10	+	MSRB2
chr10	+	PTF1A
chr10	-	C10orf67
chr10	+	OTUD1
chr10	+	KIAA1217
chr10	-	ARHGAP21
chr10	-	PRTFDC1
chr10	+	THNSL1
chr10	-	ENKUR
chr10	+	GPR158
chr10	+	MYO3A
chr10	+	GAD2
chr10	+	APBB1IP
chr10	+	PDSS1
chr10	-	ABI1
chr10	-	ANKRD26
chr10	-	YME1L1
chr10	+	MASTL
chr10	-	ACBD5
chr10	-	PTCHD3
chr10	+	RAB18
chr10	-	MKX
chr10	-	ARMC4
chr10	-	MPP7
chr10	+	WAC
chr10	+	BAMBI
chr10	+	LYZL1
chr10	-	SVIL
chr10	-	JCAD
chr10	-	MTPAP
chr10	+	MAP3K8
chr10	-	LYZL2
chr10	-	ZNF438
chr10	+	ZEB1
chr10	-	LOC100505502
chr10	-	ARHGAP12
chr10	-	KIF5B
chr10	-	EPC1
chr10	+	CCDC7
chr10	-	ITGB1
chr10	-	NRP1
chr10	-	PARD3
chr10	-	CUL2
chr10	+	CREM
chr10	+	CCNY
chr10	+	GJD4
chr10	-	FZD8
chr10	+	ANKRD30A
chr10	-	MTRNR2L7
chr10	-	ZNF248
chr10	-	ZNF25
chr10	+	ZNF33A
chr10	+	ZNF37A
chr10	-	ZNF33B
chr10	+	BMS1
chr10	+	RET
chr10	+	CSGALNACT2
chr10	-	RASGEF1A
chr10	+	FXYD4
chr10	-	HNRNPF
chr10	+	ZNF487
chr10	-	ZNF239
chr10	+	ZNF485
chr10	-	ZNF32
chr10	-	LOC107984189
chr10	-	CXCL12
chr10	+	TMEM72
chr10	+	RASSF4
chr10	-	DEPP1
chr10	+	ZNF22
chr10	-	OR13A1
chr10	+	ALOX5
chr10	-	MARCHF8
chr10	-	ZFAND4
chr10	+	WASHC2C
chr10	-	FAM25E
chr10	-	AGAP4
chr10	+	TIMM23
chr10	-	NCOA4
chr10	-	MSMB
chr10	+	ANTXRL
chr10	+	ANXA8L1
chr10	-	NPY4R
chr10	-	GPRIN2
chr10	+	SYT15
chr10	+	PTPN20
chr10	+	GDF10
chr10	+	GDF2
chr10	+	RBP3
chr10	-	ZNF488
chr10	-	ANXA8
chr10	-	FAM25G
chr10	-	AGAP9
chr10	-	LOC102724488
chr10	+	NPY4R2
chr10	-	FAM25C
chr10	-	FRMPD2
chr10	+	MAPK8
chr10	-	ARHGAP22
chr10	+	WDFY4
chr10	-	LRRC18
chr10	-	VSTM4
chr10	-	FAM170B
chr10	-	TMEM273
chr10	+	C10orf71
chr10	-	DRGX
chr10	-	ERCC6+PGBD3
chr10	+	CHAT
chr10	+	SLC18A3
chr10	+	C10orf53
chr10	-	OGDHL
chr10	-	PARG
chr10	+	TIMM23B
chr10	+	AGAP6
chr10	+	WASHC2A
chr10	-	ASAH2
chr10	-	SGMS1
chr10	+	ASAH2B
chr10	-	A1CF
chr10	+	PRKG1
chr10	-	CSTF2T
chr10	+	DKK1
chr10	-	MBL2
chr10	-	PCDH15
chr10	+	MTRNR2L5
chr10	-	ZWINT
chr10	-	IPMK
chr10	+	CISD1
chr10	+	UBE2D1
chr10	+	TFAM
chr10	+	BICC1
chr10	+	PHYHIPL
chr10	-	FAM13C
chr10	-	SLC16A9
chr10	-	MRLN
chr10	-	CCDC6
chr10	-	ANK3
chr10	+	CDK1
chr10	-	RHOBTB1
chr10	-	TMEM26
chr10	+	CABCOCO1
chr10	+	ARID5B
chr10	-	RTKN2
chr10	+	ZNF365
chr10	+	ADO
chr10	-	EGR2
chr10	+	NRBF2
chr10	-	JMJD1C
chr10	+	REEP3
chr10	-	CTNNA3
chr10	+	LRRTM3
chr10	-	DNAJC12
chr10	+	SIRT1
chr10	-	HERC4
chr10	+	MYPN
chr10	-	ATOH7
chr10	-	PBLD
chr10	+	HNRNPH3
chr10	-	RUFY2
chr10	-	DNA2
chr10	-	SLC25A16
chr10	+	TET1
chr10	+	CCAR1
chr10	+	STOX1
chr10	+	DDX50+DDX21
chr10	+	KIFBP
chr10	+	SRGN
chr10	+	VPS26A
chr10	+	SUPV3L1
chr10	+	HKDC1
chr10	+	HK1
chr10	-	TACR2
chr10	+	TSPAN15
chr10	-	NEUROG3
chr10	+	FAM241B
chr10	+	COL13A1
chr10	+	MACROH2A2
chr10	-	AIFM2
chr10	-	TYSND1
chr10	-	SAR1A
chr10	-	PPA1
chr10	-	NPFFR1
chr10	-	LRRC20
chr10	+	EIF4EBP2
chr10	-	NODAL
chr10	+	PALD1
chr10	-	PRF1
chr10	+	ADAMTS14
chr10	-	TBATA
chr10	+	SGPL1
chr10	-	PCBD1
chr10	+	UNC5B
chr10	+	SLC29A3
chr10	+	CDH23
chr10	-	C10orf105
chr10	-	VSIR
chr10	-	PSAP
chr10	+	CHST3
chr10	-	SPOCK2
chr10	-	ASCC1
chr10	+	ANAPC16
chr10	+	DDIT4
chr10	-	DNAJB12
chr10	-	MICU1
chr10	+	MCU
chr10	+	OIT3
chr10	-	PLA2G12B
chr10	-	P4HA1
chr10	+	NUDT13
chr10	-	ECD
chr10	+	FAM149B1
chr10	-	DNAJC9
chr10	-	MRPS16
chr10	-	CFAP70
chr10	-	ANXA7
chr10	-	MSS51
chr10	-	PPP3CB
chr10	-	USP54
chr10	-	MYOZ1
chr10	-	SYNPO2L
chr10	-	AGAP5
chr10	+	SEC24C
chr10	+	FUT11
chr10	+	CHCHD1
chr10	+	ZSWIM8
chr10	-	NDST2
chr10	-	CAMK2G
chr10	+	PLAU
chr10	+	VCL
chr10	-	AP3M1
chr10	+	ADK
chr10	+	KAT6B
chr10	-	DUSP29
chr10	-	DUSP13
chr10	+	SAMD8
